taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval
Phelopteria,69.05,nonHet,55.54,Phelopteria,extinct,130,125.45,66,61.6,Hauterivian,Danian
Philobrya,0.01,nonHet,15,Philobrya,extant,21.7,19,0.0117,0,Neogene,Holocene
Pholadella,305.35,nonHet,61.02,Pholadella,extinct,407.6,393.3,259.9,254.17,Emsian,Wuchiapingian
Pholadidea,0.01,Het,51.2,Pholadidea,extant,83.6,72.1,5.333,3.6,Campanian,Zanclean
Pholadomorpha,449.1,nonHet,76.56,Pholadomorpha,extinct,460.9,449.5,449.5,443.7,Darriwilian,Late Ordovician
Pholadomya,0.01,nonHet,120,Pholadomya,extant,251.3,247.2,3.6,2.588,Mesozoic,Neogene
Pholas,0.01,Het,159,Pholas,extant,125.45,122.46,0.0117,0,Barremian,Cenozoic
Phragmorisma,0.01,nonHet,71.3,Phragmorisma,extant,28.4,15.97,28.4,15.97,Oligocene,Burdigalian
Phrynelima,0.01,nonHet,11.1,Phrynelima,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Phthonia,377.45,nonHet,38.65,Phthonia,extinct,427.4,425.6,387.7,382.7,Ludlow,Middle Devonian
Phylloda,0.01,Het,86.1,Phylloda,,,,,,,
Physocardia,231.5,nonHet,64.27142857,Physocardia,extinct,247.2,242,228,208.5,Middle Triassic,Norian
Physoida,0.01,nonHet,12.31666667,Physoida,extant,56,47.8,56,47.8,Ypresian,
Physunio,0.01,nonHet,89.34,Physunio,extant,,,,,,
Pilea,0.01,nonHet,42.46,Pilea,extant,7.246,3.6,5.333,0.0117,Messinian,Pleistocene
Pillucina,0.01,Het,6.173214286,Pillucina,extant,15.97,13.82,0.0117,0,Langhian,Holocene
Pinctada,0.01,nonHet,359.3,Pinctada,extant,237,201.3,0.0117,0,Late Triassic,Cenozoic
Pinguitellina,0.01,Het,11.99,Pinguitellina,extant,0.126,0.0117,0.126,0.0117,Late Pleistocene,
Pinna,0.01,nonHet,1200,Pinna,extant,358.9,342.8,0.126,0.0117,Carboniferous,Pleistocene
Pinzonella,262.5,nonHet,23.06153846,Pinzonella,extinct,268.8,265.1,265.1,254.17,Wordian,Wuchiapingian
Pitar,0.01,Het,90,Pitar,extant,100.5,93.9,0.0117,0,Late Cretaceous,Cenozoic
Placamen,0.01,nonHet,45,Placamen,extant,37.2,33.9,0.126,0.0117,Priabonian,Pleistocene
Placopecten,0.01,nonHet,230,Placopecten,extant,41.3,38,0.0117,0,Bartonian,Holocene
Placuna,0.01,nonHet,225.7,Placuna,extant,23.03,15.97,0.0117,0,Neogene,Holocene
Placunanomia,0.01,nonHet,107.94,Placunanomia,extant,28.1,23.03,2.588,0.781,Chattian,Calabrian
Placunopsis,63.8,nonHet,33.79,Placunopsis,extinct,251.3,247.2,66,61.6,Mesozoic,Danian
Plagioptychus,69.05,Het,140.75,Plagioptychus,extinct,99.6,93.5,70.6,66,Late Cretaceous,Maastrichtian
Plagiostoma,69.05,nonHet,78.65333333,Plagiostoma,extinct,295.5,290.1,66,61.6,Sakmarian,Danian
Planospirites,69.05,nonHet,71.21428571,Planospirites,extinct,,,,,,
Plastomiltha,4.47,Het,40.61,Plastomiltha,extinct,66,61.6,41.3,37.2,Paleocene,Eocene
Platilimaria,0.01,nonHet,37,Platilimaria,extant,,,,,,
Platycardia,148.55,nonHet,55.51,Platycardia,extinct,,,,,,
Platygena,35.95,nonHet,144.4583333,Platygena,extinct,37.2,33.9,37.2,33.9,Priabonian,
Platymyoidea,127.2,nonHet,103.5857143,Platymyoidea,extinct,212,205.6,89.3,70.6,Norian,Cretaceous
Platyodon,0.01,Het,55.94,Platyodon,extant,28.1,23.03,0.126,0.0117,Chattian,Pleistocene
Plebidonax,0.01,Het,78,Plebidonax,extant,,,,,,
Plectodon,0.01,nonHet,34,Plectodon,extant,33.9,28.1,0.781,0.0117,Oligocene,Pleistocene
Plectomya,69.05,nonHet,51.92,Plectomya,extinct,166.1,163.5,70.6,66,Callovian,Cretaceous
Pleiorytis,4.47,nonHet,49.94,Pleiorytis,extinct,28.1,23.03,3.6,2.588,Chattian,Neogene
Plesiastarte,35.95,nonHet,2.988571429,Plesiastarte,extinct,,,,,,
Plesiocyprina,164.8,nonHet,11.12352941,Plesiocyprina,extinct,201.3,199.3,174.1,170.3,Early Jurassic,Aalenian
Plesiocyprinella,262.5,nonHet,37.71333333,Plesiocyprinella,extinct,268.8,254.17,265.1,254.17,Wordian,Wuchiapingian
Plesiodiceras,154.7,nonHet,44.17,Plesiodiceras,extinct,161.2,155.7,150.8,145,Late Jurassic,Tithonian
Pleurodesma,6.29,Het,21.41,Pleurodesma,extinct,23.03,20.44,23.03,20.44,Aquitanian,
Pleurogrammatodon,69.05,nonHet,114.22,Pleurogrammatodon,extinct,83.6,72.1,72.1,66,Campanian,Maastrichtian
Pleuromeris,0.01,nonHet,20,Pleuromeris,extant,66,61.6,0.126,0.0117,Paleogene,Pleistocene
Pleuromya,69.05,nonHet,45.69,Pleuromya,extinct,252.17,251.3,59.2,56,Mesozoic,Paleocene
Pleurophopsis,25.57,nonHet,245.5,Pleurophopsis,extinct,38,33.9,11.608,5.333,Priabonian,Miocene
Plicacesta,0.01,nonHet,130,Plicacesta,extant,72.1,66,28.1,23.03,Maastrichtian,Paleogene
Plicatula,0.01,nonHet,52.1,Plicatula,extant,251.2,247.2,0.0117,0,Olenekian,Cenozoic
Pliocardia,18.21,nonHet,114,Pliocardia,extant,47.8,41.3,0.126,0.0117,Lutetian,Pleistocene
Pododesmus,0.01,nonHet,88.3,Pododesmus,extant,33.9,28.4,0.126,0.0117,Oligocene,Pleistocene
Pollex,69.05,nonHet,34.15,Pollex,extinct,113,100.5,93.5,89.3,Albian,Coniacian
Polyconites,96.9,nonHet,109.4133333,Polyconites,extinct,129.4,122.46,99.6,93.5,Barremian,Turonian
Popenaias,0.01,nonHet,58.6625,Popenaias,extant,,,,,,
Poroleda,0.01,nonHet,20,Poroleda,extant,41.3,38,20.44,15.97,Bartonian,Burdigalian
Poromya,0.01,nonHet,64,Poromya,extant,105.3,93.9,0.781,0.126,Albian,Middle Pleistocene
Porterius,0.01,nonHet,53,Porterius,extant,66,61.6,3.6,2.588,Paleogene,Neogene
Portlandia,0.01,nonHet,31,Portlandia,extant,129.4,125,0.0117,0,Barremian,Cenozoic
Posidoniella,319.2,nonHet,43.32,Posidoniella,extinct,358.9,346.7,254.17,252.17,Carboniferous,Permian
Posidonotis,172.2,nonHet,15.915,Posidonotis,extinct,199.3,190.8,182.7,174.1,Sinemurian,Toarcian
Postligata,69.05,nonHet,8.9775,Postligata,extinct,83.6,72.1,70.6,66,Campanian,Maastrichtian
Potomida,0.01,nonHet,37.97,Potomida,extant,174.1,168.3,2.588,0.781,Middle Jurassic,Calabrian
Praeanomalodonta,444.3,nonHet,15.11,Praeanomalodonta,extinct,453,445.2,445.2,443.4,Katian,Hirnantian
Praebarrettia,69.05,nonHet,190.2333333,Praebarrettia,extinct,86.3,83.6,70.6,66,Santonian,Maastrichtian
Praecaprina,119,nonHet,110.42,Praecaprina,extinct,130,122.46,125,113,Hauterivian,Aptian
Praecaprotina,119,nonHet,95.68,Praecaprotina,extinct,125,113,122.46,112.03,Aptian,Albian
Praecardium,365.55,nonHet,42.01,Praecardium,extinct,433.4,427.4,387.7,372.2,Wenlock,Frasnian
Praeconia,148.55,nonHet,36.99,Praeconia,extinct,212,205.6,150.8,145,Norian,Jurassic
Praegonia,238.5,nonHet,43.43,Praegonia,extinct,242,237,242,237,Ladinian,
Praemytilus,167.2,nonHet,28.81666667,Praemytilus,extinct,168.3,166.1,168.3,166.1,Bathonian,
Praenucula,428.95,nonHet,10.47,Praenucula,extinct,478.6,471.8,422.9,421.3,Ordovician,Silurian
Praeradiolites,69.05,nonHet,91.4,Praeradiolites,extinct,125,112.03,70.6,66,Aptian,Late Cretaceous
Priscomactra,69.05,nonHet,23.89,Priscomactra,extinct,100.5,93.9,100.5,93.9,Cenomanian,
Prisodontopsis,0.01,nonHet,48.81,Prisodontopsis,extant,125.45,122.46,105.3,99.6,Barremian,Cenomanian
Pristigloma,0.01,nonHet,3.5,Pristigloma,extant,20.44,15.97,20.44,15.97,Burdigalian,
Procardia,0.01,nonHet,57.58,Procardia,extinct,161.2,155.7,72.1,66,Late Jurassic,Cretaceous
Procyprina,136.35,nonHet,21.1,Procyprina,extinct,166.1,163.5,150.8,145,Callovian,Late Jurassic
Prohinnites,119,nonHet,33.82,Prohinnites,extinct,140.2,130,113,100.5,Early Cretaceous,Albian
Prolaria,204.9,nonHet,51.1,Prolaria,extinct,237,201.3,237,201.3,Late Triassic,
Prolobella,455.7,nonHet,25.85,Prolobella,extinct,460.9,449.5,452,449.5,Darriwilian,Katian
Promacrus,352.8,nonHet,113.4666667,Promacrus,extinct,358.9,323.2,358.9,323.2,Mississippian,
Promantellum,0.01,nonHet,40,Promantellum,extant,242,237,0.0117,0,Ladinian,Cenozoic
Promyalina,249.2,nonHet,20.84,Promyalina,extinct,279.3,272.3,251.2,247.2,Kungurian,Early Triassic
Pronoella,148.55,Het,45.64,Pronoella,extinct,190.8,183,140.2,136.4,Pliensbachian,Valanginian
Propeamussium,0.01,nonHet,89.8,Propeamussium,extant,237,228,7.246,3.6,Late Triassic,Zanclean
Propeleda,0.01,nonHet,26,Propeleda,extant,38,33.9,3.6,2.588,Priabonian,Neogene
Prophetilora,0.01,Het,37.15,Prophetilora,extant,66,61.6,11.608,5.333,Paleogene,Miocene
Prorokia,148.55,nonHet,10.81,Prorokia,extinct,171.6,168.3,145,139.8,Middle Jurassic,Berriasian
Prorotrigonia,218.25,nonHet,35.56,Prorotrigonia,extinct,228,215.56,221.5,208.5,Norian,
Prosocoelus,409.2,Het,93.83333333,Prosocoelus,extinct,407.6,393.3,402.5,391.9,Emsian,Eifelian
Prosogyrotrigonia,195.05,nonHet,67.61428571,Prosogyrotrigonia,extinct,228,208.5,196.5,189.6,Norian,Pliensbachian
Protarca,69.05,nonHet,67.9,Protarca,extinct,100.5,93.9,86.3,83.6,Cenomanian,Santonian
Protocardia,69.05,Het,41.02,Protocardia,extinct,237,228,2.588,0.0117,Late Triassic,Pleistocene
Protodiceras,186.75,nonHet,44.86,Protodiceras,extinct,189.6,183,189.6,183,Pliensbachian,
Protohyridella,0.01,nonHet,71.48,Protohyridella,,,,,,,
Protomya,385.2,nonHet,67.15714286,Protomya,extinct,460.9,455.8,387.7,382.7,Darriwilian,Middle Devonian
Protonoetia,39.65,nonHet,28.29,Protonoetia,extinct,56,41.3,37.2,33.9,Eocene,
Proveniella,69.05,nonHet,51.28,Proveniella,extinct,139.8,129.4,85.8,83.5,Valanginian,Campanian
Psammotella,0.01,Het,92.8,Psammotella,extant,2.588,0.781,2.588,0.781,Gelasian,Calabrian
Psammotellina,0.01,Het,51.76,Psammotellina,extant,2.588,0.0117,0.0117,0,Pleistocene,Holocene
Psammotreta,0.01,Het,27.86,Psammotreta,extant,56,33.9,0.0117,0,Eocene,Holocene
Psathura,35.95,nonHet,24.95,Psathura,extinct,47.8,41.3,47.8,41.3,Lutetian,
Psephidia,0.01,nonHet,7.283333333,Psephidia,extant,7.246,5.333,0.126,0,Messinian,Holocene
Pseudamussium,0.01,nonHet,62,Pseudamussium,extant,358.9,323.2,0.781,0.126,Carboniferous,Middle Pleistocene
Pseudanodonta,0.01,nonHet,66.41428571,Pseudanodonta,extant,,,,,,
Pseudarcopagia,0.01,Het,58.24,Pseudarcopagia,,,,,,,
Pseudasaphis,69.05,nonHet,28.46,Pseudasaphis,extinct,113,100.5,99.6,93.5,Albian,Turonian
Pseudaucella,186.75,nonHet,38.87,Pseudaucella,extinct,190.8,182.7,182.7,174.1,Pliensbachian,Toarcian
Pseudavicula,106.75,nonHet,37.43,Pseudavicula,extant,125.45,122.46,105.3,99.6,Barremian,Cenomanian
Pseudaviculopecten,352.8,nonHet,78.77,Pseudaviculopecten,extinct,409.1,402.5,336,326.4,Pragian,Mississippian
Pseudisocardia,164.8,nonHet,63.65,Pseudisocardia,extinct,175.6,171.6,163.5,157.3,Toarcian,Oxfordian
Pseudocardinia,167.2,nonHet,34.82,Pseudocardinia,extinct,166.1,152.1,166.1,152.1,Callovian,Kimmeridgian
Pseudocardium,0.01,Het,67.6,Pseudocardium,extant,56,48.6,2.588,0.781,Eocene,Calabrian
Pseudochama,0.01,Het,90,Pseudochama,extant,41.3,38,0.126,0,Bartonian,Holocene
Pseudocorbula,204.9,nonHet,6.956666667,Pseudocorbula,extinct,252.17,251.3,208.5,201.3,Triassic,
Pseudocucullaea,69.05,nonHet,26.26666667,Pseudocucullaea,extinct,93.5,89.3,72.1,66,Turonian,Maastrichtian
Pseudocuspidaria,35.95,nonHet,36.93,Pseudocuspidaria,extinct,56,47.8,47.8,41.3,Ypresian,Lutetian
Pseudodon,0.01,nonHet,59.89333333,Pseudodon,extant,,,,,,
Pseudoglomus,0.01,nonHet,3.878333333,Pseudoglomus,extant,,,,,,
Pseudoheligmus,39.65,nonHet,44.82,Pseudoheligmus,extinct,66,56,59.2,56,Paleocene,
Pseudomiltha,4.47,Het,91.02857143,Pseudomiltha,extant,183,175.6,0.0117,0,Pliensbachian,Cenozoic
Pseudomonotis,257.05,nonHet,28.16,Pseudomonotis,extinct,339.4,326.4,139.8,132.9,Visean,Valanginian
Pseudomulleria,0.01,nonHet,48.3,Pseudomulleria,extant,,,,,,
Pseudomyalina,275.8,nonHet,161.2,Pseudomyalina,extinct,295.5,290.1,272.3,268.8,Sakmarian,Roadian
Pseudomytiloides,172.2,nonHet,39.37,Pseudomytiloides,extinct,208.5,201.3,175.6,171.6,Rhaetian,Aalenian
Pseudopecten,169.3,nonHet,116.625,Pseudopecten,extinct,208.5,201.3,157.3,150.8,Rhaetian,Jurassic
Pseudoperna,84.95,nonHet,23.645,Pseudoperna,extinct,93.9,89.8,70.6,66,Turonian,Maastrichtian
Pseudopleurophorus,69.05,nonHet,18.76,Pseudopleurophorus,extinct,,,,,,
Pseudosaxicava,0.01,Het,12.865,Pseudosaxicava,extinct,201.3,196.5,201.3,196.5,Hettangian,Sinemurian
Pseudospatha,0.01,nonHet,88.87272727,Pseudospatha,extant,,,,,,
Pseudotrapezium,148.55,nonHet,42.15714286,Pseudotrapezium,extinct,201.3,196.5,125,113,Jurassic,Aptian
Pseudovola,167.2,nonHet,38.78,Pseudovola,extinct,161.2,155.7,161.2,155.7,Oxfordian,Kimmeridgian
Pterelectroma,0.01,nonHet,18.59230769,Pterelectroma,,,,,,,
Pteria,0.01,nonHet,322,Pteria,extant,419.2,410.8,0.126,0,Devonian,Cenozoic
Pterinea,390.5,nonHet,56.09,Pterinea,extinct,460.9,452.5,247.2,242,Darriwilian,Anisian
Pterinopecten,352.8,nonHet,37.96,Pterinopecten,extinct,440.8,433.4,259.9,254.17,Aeronian,Wuchiapingian
Pterinopectinella,270.55,nonHet,31.56,Pterinopectinella,extinct,382.7,372.2,268.8,265.1,Late Devonian,Wordian
Pterocardia,119,nonHet,89.91428571,Pterocardia,extinct,183,182,150.8,145,Pliensbachian,Late Jurassic
Pterochaenia,377.45,nonHet,8.655,Pterochaenia,extinct,423,419.2,382.7,372.2,Pridoli,Frasnian
Pterolucina,18.21,nonHet,24.57,Pterolucina,extinct,56,47.8,15.97,11.608,Eocene,Tortonian
Pteromeris,0.01,Het,9,Pteromeris,extant,66,61.6,0.126,0.0117,Paleogene,Pleistocene
Pteromya,200.3,nonHet,39.58,Pteromya,extinct,208.5,201.3,201.3,196.5,Rhaetian,Sinemurian
Pteromyrtea,1.3,Het,17.29090909,Pteromyrtea,extinct,72.1,66,11.608,5.333,Maastrichtian,Miocene
Pteronitella,421.1,nonHet,48.12,Pteronitella,extinct,443.4,433.4,419.2,391.9,Silurian,Eifelian
Pteronites,262.5,nonHet,96.08,Pteronites,extinct,433.4,427.4,254.17,252.17,Wenlock,Permian
Pteroperna,148.55,nonHet,53.8,Pteroperna,extinct,228,208.5,150.8,145,Norian,Jurassic
Pteropsella,39.65,nonHet,66.1,Pteropsella,extinct,48.6,41.3,41.3,37.2,Ypresian,Priabonian
Pterotrigonia,69.05,nonHet,64.53,Pterotrigonia,extinct,164.7,161.2,70.6,66,Callovian,Cretaceous
Ptychobranchus,0.01,nonHet,98.06,Ptychobranchus,extant,,,,,,
Ptychomya,69.05,Het,70.66,Ptychomya,extinct,157.3,152.1,113,100.5,Kimmeridgian,Early Cretaceous
Ptychopteria,327.05,nonHet,34.87,Ptychopteria,extinct,433.4,427.4,315.2,295.5,Wenlock,Asselian
Pulsidis,0.01,Het,9.9,Pulsidis,extinct,145,130,93.5,89.3,Early Cretaceous,Coniacian
Pulvinites,0.01,nonHet,130,Pulvinites,extant,190.8,183,58.7,55.8,Pliensbachian,Ypresian
Pulvinostrea,39.65,nonHet,42.4,Pulvinostrea,extinct,,,,,,
Punipagia,0.01,Het,21.2,Punipagia,extant,,,,,,
Purpurocardia,0.01,nonHet,50,Purpurocardia,extant,83.6,66,0.781,0.126,Campanian,Middle Pleistocene
Puyseguria,0.01,nonHet,1.7,Puyseguria,extant,,,,,,
Pycnodonte,0.01,nonHet,138,Pycnodonte,extant,140.2,136.4,0.126,0.0117,Cretaceous,Pleistocene
Pygocardia,4.47,nonHet,60.16,Pygocardia,extant,28.1,23.03,2.588,0.0117,Chattian,Pleistocene
Pythina,0.01,nonHet,12.946875,Pythina,extant,11.608,5.333,0.126,0.0117,Tortonian,Pleistocene
Quadrans,0.01,Het,33.41,Quadrans,extant,83.5,70.6,3.6,0.0117,Campanian,Pleistocene
Quadratia,327.05,art,35.52,Quadratia,extinct,247.2,242,247.2,237,Middle Triassic,
Quadratonucula,292.8,nonHet,6.596666667,Quadratonucula,extinct,323.2,307,265.1,259.9,Pennsylvanian,Guadalupian
Quadratotrigonia,69.05,nonHet,73.57142857,Quadratotrigonia,extinct,139.8,132.9,93.9,89.8,Valanginian,Turonian
Quadrostrea,77.85,nonHet,69.13,Quadrostrea,extinct,,,,,,
Quantulopinna,0.01,nonHet,250,Quantulopinna,extant,,,,,,
Quenstedtia,148.55,nonHet,45.78,Quenstedtia,extinct,443.4,419.2,105.3,99.6,Silurian,Cenomanian
Quidnipagus,0.01,Het,65.1,Quidnipagus,extant,0.781,0.0117,0.126,0.0117,Middle Pleistocene,Late Pleistocene
Quoiecchia,127.2,nonHet,20.865,Quoiecchia,extinct,129.4,125,129.4,125,Barremian,
Radiolitella,69.05,nonHet,23.89,Radiolitella,extinct,86.3,83.5,70.6,66,Santonian,Maastrichtian
Radiopecten,0.01,nonHet,53.18571429,Radiopecten,extinct,83.6,72.1,70.6,66,Campanian,Maastrichtian
Radulonectites,186.75,nonHet,48.2,Radulonectites,extinct,237,208.5,189.6,174.1,Late Triassic,Early Jurassic
Radulopecten,0.01,nonHet,25.54,Radulopecten,extinct,174.1,168.3,150.8,145,Middle Jurassic,Late Jurassic
Raeta,0.01,Het,130,Raeta,extant,72.1,66,0.0117,0,Maastrichtian,Cenozoic
Raetomya,35.95,Het,90.36,Raetomya,extinct,66,55.8,37.2,33.9,Paleocene,Eocene
Rakhia,51.9,nonHet,47.98,Rakhia,extinct,,,,,,
Ramsetia,69.05,Het,28.71,Ramsetia,extinct,72.1,66,72.1,66,Maastrichtian,
Rangia,0.01,Het,78,Rangia,extant,100.5,93.9,0.0117,0,Late Cretaceous,Cenozoic
Recurvella,31,nonHet,8.879166667,Recurvella,extinct,41.3,38,41.3,38,Bartonian,
Redonia,462.85,nonHet,28.58,Redonia,extinct,485.4,477.7,460.9,449.5,Early Ordovician,Katian
Requienia,77.85,nonHet,94.5,Requienia,extinct,157.3,145,72.1,66,Kimmeridgian,Cretaceous
Resania,0.01,nonHet,109.5,Resania,extant,11.608,5.333,11.608,5.333,Tortonian,Messinian
Retha,119,nonHet,73.7,Retha,extinct,132.9,129.4,132.9,129.4,Hauterivian,
Retroceramus,142.4,nonHet,113.2142857,Retroceramus,extinct,199.3,190.8,148.5,145,Sinemurian,Late Jurassic
Reubenia,231.5,nonHet,32.56,Reubenia,extinct,252.17,251.3,208.5,201.3,Triassic,
Rhaetavicula,204.9,nonHet,15.82666667,Rhaetavicula,extinct,237,201.3,208.5,201.3,Late Triassic,
Rhaetidia,218.25,nonHet,11.91,Rhaetidia,extinct,247.2,237,235,208.5,Middle Triassic,Norian
Rhectomyax,69.05,nonHet,6.015,Rhectomyax,extinct,99.6,93.5,83.5,70.6,Cenomanian,Maastrichtian
Rhenania,385.2,nonHet,11.65,Rhenania,extinct,,,,,,
Rhipidodonta,0.01,nonHet,45.7875,Rhipidodonta,extant,,,,,,
Rhomboidella,0.01,nonHet,10,Rhomboidella,extant,,,,,,
Rhombopteria,424.3,nonHet,19.64,Rhombopteria,extinct,443.4,430.5,412.3,409.1,Silurian,Pragian
Rhynchomytilus,160.4,nonHet,38.13,Rhynchomytilus,extinct,,,,,,
Rhynchostreon,69.05,nonHet,83.41428571,Rhynchostreon,extinct,140.2,136.4,86.3,83.6,Early Cretaceous,Santonian
Rimmyjimina,284.7,nonHet,7.826,Rimmyjimina,extinct,290.1,279.3,259.9,254.17,Artinskian,Wuchiapingian
Robertella,69.05,nonHet,35.71428571,Robertella,extinct,,,,,,
Rochefortula,0.01,nonHet,2.68,Rochefortula,extant,,,,,,
Rollierella,167.2,nonHet,25.69,Rollierella,extinct,190.8,182.7,150.8,145,Pliensbachian,Late Jurassic
Rostroperna,0.01,nonHet,136.32,Rostroperna,extinct,166.1,161.2,150.8,145,Callovian,Late Jurassic
Roxoa,262.5,Het,18.87,Roxoa,extinct,268.8,254.17,265.1,254.17,Wordian,Wuchiapingian
Ruditapes,0.01,nonHet,70,Ruditapes,extant,5.333,3.6,0.781,0.126,Pliocene,Middle Pleistocene
Rupellaria,0.01,Het,31.6,Rupellaria,extant,13.82,11.62,5.333,2.588,Serravallian,Pliocene
Rutitrigonia,69.05,nonHet,50.79,Rutitrigonia,extinct,157.3,152.1,99.6,93.5,Kimmeridgian,Turonian
Ryderia,186.75,nonHet,31.55,Ryderia,extinct,208.5,201.3,174.1,163.5,Rhaetian,Middle Jurassic
Rzehakia,12.72,nonHet,40.74,Rzehakia,extinct,,,,,,
Saccella,0.01,nonHet,43,Saccella,extant,72.1,66,0.0117,0,Maastrichtian,Cenozoic
Saccostrea,0.01,nonHet,255,Saccostrea,extant,47.8,41.3,0.0117,0,Lutetian,Holocene
Saffordia,449.1,nonHet,27.71,Saffordia,extinct,460.9,449.5,452,445.2,Darriwilian,Katian
Sainschandia,84.95,nonHet,46.13,Sainschandia,extinct,,,,,,
Sakawanella,231.5,nonHet,15.405,Sakawanella,extinct,237,228,237,228,Carnian,
Salaputium,0.01,nonHet,12.465,Salaputium,extant,41.3,38,5.333,3.6,Bartonian,Zanclean
Samacar,0.01,nonHet,25,Samacar,extant,,,,,,
Sanguinolaria,0.01,Het,78.3,Sanguinolaria,extant,59.2,47.8,3.6,2.588,Thanetian,Neogene
Sanguinolites,262.5,nonHet,25.58,Sanguinolites,extinct,430.5,425.6,254.17,252.17,Homerian,Permian
Sarepta,0.01,nonHet,12,Sarepta,extant,254.17,252.17,19,15.9,Changhsingian,Langhian
Sawkinsia,18.21,nonHet,40.43,Sawkinsia,extinct,37.2,33.9,33.9,28.4,Priabonian,Rupelian
Saxicavella,0.01,Het,12,Saxicavella,extant,59.2,56,23.03,15.97,Thanetian,Burdigalian
Saxidomus,0.01,nonHet,148,Saxidomus,extant,56,48.6,0.126,0,Eocene,Holocene
Saxolucina,31,Het,20.85294118,Saxolucina,extinct,66,61.6,15.97,13.82,Paleogene,Langhian
Scacchia,0.01,Het,6.2,Scacchia,extant,20.44,15.97,3.6,2.588,Burdigalian,Pliocene
Scalpomactra,0.01,nonHet,32,Scalpomactra,extant,47.8,41.3,1.63,0.34,Lutetian,Middle Pleistocene
Scambula,69.05,nonHet,12.145,Scambula,extinct,83.6,72.1,3.6,2.588,Campanian,Neogene
Scapharca,0.01,nonHet,150,Scapharca,extant,48.6,28.4,0.0117,0,Eocene,Holocene
Scaphellina,262.5,nonHet,53.15454546,Scaphellina,extinct,290.1,272.3,259.9,252.17,Artinskian,Lopingian
Scaphula,0.01,nonHet,13,Scaphula,extant,,,,,,
Schafhaeutlia,218.25,nonHet,28.44,Schafhaeutlia,extinct,252.17,251.3,189.6,182.7,Triassic,Pliensbachian
Schedotrapezium,69.05,nonHet,9.046666667,Schedotrapezium,extinct,,,,,,
Schizocardita,218.25,nonHet,13.635,Schizocardita,extinct,,,,,,
Schizodus,257.05,nonHet,51.26,Schizodus,extinct,430.5,425.6,0.781,0.126,Homerian,Middle Pleistocene
Scintillona,0.01,nonHet,6.226086957,Scintillona,extant,,,,,,
Scittila,119,nonHet,24.47,Scittila,extinct,145,130,125,113,Berriasian,Aptian
Scrobiculabra,35.95,nonHet,23.555,Scrobiculabra,extinct,66,58.7,66,58.7,Danian,Paleocene
Scrobicularia,0.01,nonHet,65,Scrobicularia,extant,11.608,5.333,0.126,0.0117,Tortonian,Pleistocene
Scutarcopagia,0.01,Het,68.52,Scutarcopagia,extant,11.608,5.333,0.126,0.0117,Tortonian,Pleistocene
Sectipecten,0.01,nonHet,108.5,Sectipecten,extinct,28.1,23.03,6.5,5.333,Chattian,Miocene
Selenimyalina,284.7,nonHet,24.57,Selenimyalina,extinct,345.3,345,254.17,252.17,Visean,Permian
Sellaea,96.9,nonHet,108.12,Sellaea,extinct,122.46,109,105.3,99.6,Aptian,Cenomanian
Semelangulus,0.01,Het,27.31,Semelangulus,extant,5.333,0.0117,0.126,0.0117,Pliocene,Pleistocene
Semele,0.01,nonHet,119.2,Semele,extant,66,56,0.0117,0,Cenozoic,
Semelina,0.01,nonHet,9.39,Semelina,extant,33.9,28.1,2.588,0.781,Oligocene,Calabrian
Semicorallidomus,449.1,nonHet,7.236,Semicorallidomus,extinct,457.5,455.8,445.2,443.4,Late Ordovician,Hirnantian
Semierycina,0.01,Het,2.34137931,Semierycina,extant,11.62,7.246,2.588,1.806,Tortonian,Gelasian
Semimodiola,35.95,nonHet,24.38,Semimodiola,extinct,66,58.7,47.8,37.2,Paleocene,Eocene
Semimytilus,0.01,nonHet,72,Semimytilus,extant,0.126,0.0117,0.126,0.0117,Late Pleistocene,
Semipallium,0.01,nonHet,75.8,Semipallium,extant,37.2,33.9,0.126,0.0117,Priabonian,Pleistocene
Semuridia,195.05,nonHet,57.68,Semuridia,extinct,199.3,190.8,196.5,189.6,Sinemurian,Pliensbachian
Senectidens,0.01,nonHet,25,Senectidens,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Senilia,0.01,nonHet,135,Senilia,extant,23.03,15.97,0.781,0.126,Neogene,Middle Pleistocene
Senis,69.05,nonHet,22.10666667,Senis,extinct,150.8,145,72.1,66,Tithonian,Cretaceous
Septeuilia,35.95,nonHet,5.736666667,Septeuilia,extinct,,,,,,
Septihoernesia,231.5,nonHet,46.03,Septihoernesia,extinct,237,232,228,208.5,Carnian,Norian
Septimyalina,270.55,nonHet,38.78,Septimyalina,extinct,345,336,254.17,252.17,Visean,Permian
Septocardia,218.25,nonHet,26.89,Septocardia,extinct,242,235,208.5,201.3,Ladinian,Late Triassic
Serania,218.25,nonHet,48.21,Serania,extinct,247.2,242,208.5,201.3,Middle Triassic,Late Triassic
Serratina,0.01,Het,28.1,Serratina,extant,23.03,15.97,1.63,0.34,Neogene,Middle Pleistocene
Serripecten,0.01,nonHet,109.1,Serripecten,extinct,61.6,56,11.608,3.6,Selandian,Zanclean
Serripes,0.01,nonHet,137,Serripes,extant,33.9,23.03,0.0117,0,Oligocene,Holocene
